"id","etiqueta_original","texto_original","top_terminos_tfidf"
"654","negativo","El power bank llegó incompleto y no pude usarlo como debería.","deber:1.1926, bank:1.0848, power:1.0848, incompleto:1.0272, no:0.4735"
"655","neutro","Lo pedí en color negro y llegó en color negro.","negro:2.5197, color:1.8760, pedir:1.1926"
"656","mixto","Me gustó el diseño, pero no la sensación del material.","sensación:0.9938, diseño:0.8906, material:0.7119, gustar:0.6030, pero:0.4376"
"657","positivo","Lo probé varios días antes de opinar y el mouse sigue funcionando sin problema.","opinar:1.0871, prober:1.0871, mouse:0.9040, problema:0.7628, sin:0.5719"
"658","negativo","No era lo que anunciaban; en persona se ve mucho más barato.","persona:1.4573, anunciar:1.4015, barato:1.2689, no:0.5919"
"659","neutro","Pesa poco y cabe en una mochila estándar.","caber:2.0998, mochila:1.8079, estándar:1.6548"
"660","mixto","Llegó rápido y bien empacado, pero venía un accesorio faltante.","faltante:0.8999, empacado:0.7528, accesorio:0.6949, rápido:0.5993, venir:0.5335"
"661","positivo","El precio me parecía sospechosamente bajo, pero la compra salió buena.","sospechosamente:0.8999, parecer:0.7873, salir:0.6949, precio:0.5573, compra:0.5335"
"662","negativo","Se supone que era nuevo, pero parecía usado.","suponer:1.5748, usado:1.5292, parecer:1.3777, pero:0.6564"
"663","neutro","La entrega se realizó en la fecha indicada.","fecha:1.8687, indicado:1.6059, entrega:1.5255"
"664","mixto","Funciona mejor de lo que esperaba, aunque el manual viene muy confuso.","confuso:0.8739, manual:0.7634, esperar:0.5860, mejor:0.5860, venir:0.5335"
"665","positivo","Por fin algo que sí cumple lo que dice la publicación.","publicación:2.3654, cumplir:1.8672"
"666","negativo","Se calentó demasiado y preferí dejar de usarlo.","preferir:2.0998, dejar:2.0390, calentar:1.8687"
"667","neutro","El paquete llegó cerrado; falta probar el producto.","probar:1.2599, faltar:1.1659, cerrado:1.1423, paquete:0.9226, producto:0.6363"
"668","mixto","El precio es bueno, sin embargo tiene algunos detalles de fabricación.","fabricación:1.0195, embargo:0.8364, bueno:0.7569, detalle:0.7569, precio:0.6502"
"669","positivo","La neta sí me gustó la mochila; se siente de buena calidad y cumple con lo que promete.","mochila:0.7748, prometer:0.7337, neta:0.6819, cumplir:0.5335, gustar:0.5169"
"670","negativo","Nada que ver con la descripción, no lo recomiendo.","descripción:1.5633, recomeir:1.5025, no:0.7892"
"671","neutro","No sé si recomendarlo todavía porque apenas lo estoy configurando.","configurar:3.1497, no:1.1837"
"672","mixto","No me arrepiento de comprarlo, pero sí esperaba un poco más de calidad.","arrepientir:1.1423, esperar:0.8204, calidad:0.7029, pero:0.5251, no:0.4735"
"673","positivo","Aunque tenía mis dudas por algunas reseñas, el reloj me salió excelente.","reseña:1.0195, duda:0.9344, reloj:0.8459, salir:0.8107, excelente:0.7751"
"674","negativo","El empaque estaba bien, pero por dentro venía dañado.","dañado:1.1212, empaque:0.9728, venir:0.7469, bien:0.6568, pero:0.5251"
"675","neutro","Cuenta con las piezas que se muestran en la imagen.","imagen:2.0390, mostrar:1.8687, pieza:1.6548"
"676","mixto","Sirve para lo básico, aunque no se siente muy resistente.","resistente:1.0151, básico:0.9728, servir:0.8886, aunque:0.6568, no:0.4735"
"677","positivo","Muy bueno.","bueno:4.5415"
"678","negativo","Me arrepentí de comprarlo; no cumplió ni con lo básico.","arrepentir:1.5748, básico:1.2161, cumplir:0.9336, no:0.5919"
"679","neutro","La caja presenta información del modelo y número de serie.","número:1.0499, serie:1.0499, modelo:0.9938, información:0.9716, presentar:0.9040"
"680","mixto","La compra estuvo bien en general, pero el color no coincide totalmente con la foto.","totalmente:0.6797, general:0.6346, coincidir:0.5304, foto:0.5256, color:0.5211"
"681","positivo","No es de lujo, pero sí cumple y me dejó satisfecho.","lujo:1.2599, satisfecho:1.2234, cumplir:0.7469, pero:0.5251, no:0.4735"
"682","negativo","No, definitivamente no vale lo que cuesta.","definitivamente:1.2599, costar:1.1423, valer:1.1212, no:0.9470"
"683","neutro","Llegó junto con un cable y una guía rápida.","guía:1.9876, cable:1.7121, rápido:1.3984"
"684","mixto","Funciona y se ve bien, pero hace más ruido de lo que pensé.","ruido:1.1659, pensar:0.9826, bien:0.6568, funcionar:0.6398, pero:0.5251"
"685","positivo","Me gustó mucho la bocina; es fácil de usar, útil y tiene buen acabado.","útil:0.8906, bocina:0.8783, fácil:0.8459, acabado:0.8107, gustar:0.6030"
"686","negativo","La calidad es muy mala y el material se siente corriente.","corriente:1.5292, material:1.0678, malo:1.0550, calidad:0.8786"
"687","neutro","Hasta ahora solo puedo confirmar que la presentación coincide con la publicación.","confirmar:1.4279, coincidir:1.1933, publicación:1.1827, presentación:1.1627"
"688","mixto","Llegó completo y a tiempo, aunque una pieza venía ligeramente rayada.","ligeramente:0.8999, rayado:0.8009, pieza:0.7092, tiempo:0.7019, completo:0.6102"
"689","positivo","La cámara llegó antes de la fecha y venía muy bien protegida.","protegido:1.1926, cámara:1.1423, fecha:1.1212, venir:0.7469, bien:0.6568"
"690","negativo","Apenas lo saqué de la caja y ya tenía una pieza floja.","saqué:1.5292, flojo:1.4907, pieza:1.2411, caja:1.1269"
"691","neutro","La memoria USB llegó en una caja color café y contiene los accesorios mostrados.","memoria:0.7874, café:0.7646, contener:0.7454, mostrado:0.7454, usb:0.7139"
"692","mixto","Me encantó al principio, pero después de varios días empezó a presentar fallas pequeñas.","principio:0.8999, empezar:0.8009, presentar:0.7748, pequeño:0.7528, encantar:0.7169"
"693","positivo","Buena compra: práctico, funcional y sin detalles visibles.","visible:0.8518, funcional:0.8328, práctico:0.7634, detalle:0.6488, compra:0.5335"
"694","negativo","Funciona a ratos; para mí eso ya es una falla importante.","rato:1.4907, importante:1.4573, falla:1.2283, funcionar:0.7998"
"695","neutro","Recibí el mouse hoy; todavía no hago pruebas.","prueba:1.5292, mouse:1.3560, recibir:1.1827, no:0.5919"
"696","mixto","No es malo, aunque por el precio esperaba algo mejor.","malo:0.7033, esperar:0.6837, mejor:0.6837, precio:0.6502, aunque:0.5473"
"697","positivo","10/10, sí lo volvería a comprar.","volver:2.7554, comprar:2.3065"
"698","negativo","No cumplió mis expectativas y el soporte tampoco resolvió el problema.","soporte:0.9938, expectativa:0.9040, resolver:0.9040, problema:0.7628, cumplir:0.6224"
"699","neutro","Las medidas son aproximadamente las indicadas en la publicación.","medida:2.0390, indicado:1.6059, publicación:1.5769"
"700","mixto","Tiene buen desempeño, pero el empaque dejó mucho que desear.","desear:1.2599, desempeño:1.2234, empaque:0.9728, buen:0.6752, pero:0.5251"
"701","positivo","No esperaba mucho del cable, pero salió muy bueno y hasta ahora no me ha fallado.","cable:0.6420, salir:0.6080, fallar:0.6022, no:0.5919, bueno:0.5677"
"702","negativo","No recomiendo el termo; desde el primer día empezó a fallar.","termo:1.2234, empezar:1.1212, fallar:0.9635, recomeir:0.9015, no:0.4735"
"703","neutro","La caja incluye el producto, un manual y los accesorios correspondientes.","correspondiente:1.0871, incluir:0.9716, manual:0.8906, accesorio:0.8107, caja:0.7513"
"704","mixto","Está práctico y fácil de usar; sin embargo, el cable incluido es muy corto.","corto:0.8999, incluido:0.8009, práctico:0.7634, cable:0.7337, fácil:0.7251"
"705","positivo","La neta sí me gustó la funda; se siente de buena calidad y cumple con lo que promete.","funda:0.9318, prometer:0.7337, neta:0.6819, cumplir:0.5335, gustar:0.5169"
"706","negativo","La neta salió malo, no duró ni una semana.","durar:1.0499, semana:1.0499, salir:0.8107, neta:0.7955, malo:0.7033"
"707","neutro","Llegó.","llegar:5.0755"
"708","mixto","Cumplió con la función principal, pero la calidad de algunos materiales es regular.","principal:0.8999, función:0.7748, regular:0.7430, material:0.6102, cumplir:0.5335"
"709","positivo","Hasta ahorita todo bien con la memoria USB, ya la usé varias veces y cero problemas.","memoria:1.0499, ahorito:1.0195, usé:1.0195, usb:0.9519, problema:0.7628"
"710","negativo","Aunque se veía bien en las fotos, el teclado llegó con detalles y no funciona correctamente.","teclado:0.7287, correctamente:0.6680, foto:0.5913, detalle:0.5677, aunque:0.4105"
"711","neutro","Ya lo recibí.","recibir:4.7307"
"712","mixto","Sí lo usaría otra vez, aunque no sé si pagaría el mismo precio.","pagar:1.4907, precio:0.9754, aunque:0.8209, no:0.5919"
"713","positivo","No tengo quejas sobre los tenis; todo llegó completo y funciona como debe.","queja:1.1659, tenis:1.0848, completo:0.8542, funcionar:0.6398, no:0.4735"
"714","negativo","Muy mal!!","mal:3.0585, mucho:3.0585"
"715","neutro","El color coincide con el que aparece en las fotos.","aparecer:1.4279, coincidir:1.1933, foto:1.1827, color:1.1725"
"716","mixto","El cargador funciona bien, pero la entrega llegó tarde y la caja venía maltratada.","maltratado:0.5938, cargador:0.5855, tarde:0.5405, entrega:0.5085, caja:0.5008"
"717","positivo","Pensé que por el precio iba a estar regular, sin embargo el ventilador me sorprendió para bien.","ventilador:0.7874, sorprender:0.7287, regular:0.6501, embargo:0.6273, pensar:0.6141"
"718","negativo","No sirve.","servir:2.2215, no:1.1837"
"719","neutro","El material es plástico y tiene acabado mate.","mate:1.5748, plástico:1.5748, acabado:1.2161, material:1.0678"
"720","mixto","Me gustó el perfume, aunque el material se siente más barato de lo que esperaba.","perfume:0.9519, barato:0.8459, material:0.7119, esperar:0.6837, gustar:0.6030"
"721","positivo","No se siente barato; al contrario, está bastante bien hecho.","contrario:1.7025, barato:1.2689, bien:0.8209, no:0.5919"
"722","negativo","No hace lo que promete y además se siente de baja calidad.","bajo:1.4573, prometer:1.2840, calidad:0.8786, no:0.5919"
"723","neutro","El pedido fue entregado por la tarde.","entregar:1.9431, tarde:1.6214, pedido:1.5138"
"724","mixto","La neta sí sirve, pero no me encantó la calidad del acabado.","encantar:0.7169, acabado:0.6949, neta:0.6819, servir:0.6347, calidad:0.5020"
"725","positivo","Aunque la entrega tardó un poco, el termo llegó en buenas condiciones y funciona perfecto.","termo:0.7646, buena:0.7454, condición:0.6420, perfecto:0.6205, tardar:0.6022"
"726","negativo","La entrega llegó tarde y la plancha venía golpeada.","plancha:1.1212, golpeado:1.0272, tarde:0.9728, entrega:0.9153, venir:0.7469"
"727","neutro","Lo compré para uso doméstico.","doméstico:2.0998, comprar:1.5376, uso:1.5025"
"728","mixto","La funda está bonita y funciona, sin embargo llegó con un pequeño golpe.","funda:0.9318, golpe:0.7748, pequeño:0.7528, embargo:0.7169, bonito:0.6949"
"729","positivo","Me encantó. No es perfecto, pero por lo que cuesta está exelente.","exelente:1.1350, costar:0.9519, encantar:0.8364, perfecto:0.8274, pero:0.4376"
"730","negativo","Pensé que sería aceptable por el precio, pero fue una mala compra.","aceptable:0.9716, pensar:0.8188, malo:0.7033, precio:0.6502, compra:0.6224"
"731","neutro","Tiene un botón frontal y dos indicadores laterales.","frontal:1.5748, indicador:1.5748, lateral:1.5748, botón:1.5292"
"732","mixto","Cumple, pero pudo estar mejor.","mejor:1.3674, cumplir:1.2448, pero:0.8752"
"733","positivo","Sí recomiendo la compra; para uso diario me ha resultado bastante buena.","resultar:1.0499, diario:0.9938, recomeir:0.7513, uso:0.7513, compra:0.6224"
"734","negativo","No me gustó nada; se siente frágil y falla seguido.","seguido:1.2599, frágil:1.1022, fallar:0.9635, gustar:0.7237, no:0.4735"
"735","neutro","Aún no puedo decir si funciona bien o mal; apenas lo abrí.","abrí:1.5748, bien:0.8209, funcionar:0.7998, no:0.5919"
"736","mixto","Está bueno, aunque tiene sus detalles.","bueno:1.5138, detalle:1.5138, aunque:1.0946"
"737","positivo","No me arrepiento de la compra, ha funcionado mejor de lo que esperaba.","arrepientir:0.9519, esperar:0.6837, mejor:0.6837, compra:0.6224, funcionar:0.5332"
"738","negativo","La bocina funcionó una vez y después ya no quiso prender.","querer:1.2599, prender:1.1423, bocina:1.0539, funcionar:0.6398, no:0.4735"
"739","neutro","El tamaño es mediano, similar al de la descripción.","mediano:1.5748, similar:1.5292, tamaño:1.4907, descripción:1.1725"
"740","mixto","Me gustó mucho, pero la batería dura menos de lo anunciado.","anunciado:1.1659, duro:1.0272, batería:0.9826, gustar:0.7237, pero:0.5251"
"741","positivo","La entrega estuvo rapida y el juguete llegó tal cual se anunciaba.","rapido:1.6306, anunciar:1.4015, juguete:1.3560, entrega:1.1441"
"742","negativo","No volvería a comprarlo, mejor gasten un poco más en otra opción.","gastar:1.2599, opción:1.2599, volver:1.1022, mejor:0.8204, no:0.4735"
"743","neutro","No tengo una opinión todavía, solo confirmo que ya recibí el producto.","opinión:1.2599, confirmar:1.1423, recibir:0.9461, producto:0.6363, no:0.4735"
"744","mixto","No está mal, pero tampoco diría que es excelente.","excelente:1.5502, pero:0.8752, no:0.7892"
"745","positivo","No pensé decirlo, pero sí valió la pena comprar la rasuradora.","pena:0.8739, rasuradora:0.8159, valer:0.8009, pensar:0.7019, comprar:0.6590"
"746","negativo","Aunque intenté usarlo varias veces, nunca funcionó bien.","intentar:1.2234, nunca:1.2234, aunque:0.6568, bien:0.6568, funcionar:0.6398"
"747","neutro","Viene sin baterías incluidas.","incluido:1.4015, batería:1.2283, venir:0.9336, sin:0.8579"
"748","mixto","La calidad es buena; aun así, el envío fue demasiado lento.","lento:1.4907, envío:1.2161, calidad:0.8786, buen:0.8440"
"749","positivo","La plancha se ve mejor en persona que en las fotos, muy recomendable.","recomendable:1.2234, persona:1.1659, plancha:1.1212, foto:0.9461, mejor:0.8204"
"750","negativo","Decepcionante: mala calidad, mal acabado y cero confianza.","decepcionante:1.2234, confianza:1.1926, acabado:0.9728, malo:0.8440, calidad:0.7029"
"751","neutro","La publicación indica una garantía y el paquete incluye una hoja con instrucciones.","hoja:0.8999, garantía:0.8739, indicar:0.8739, instrucción:0.8739, incluir:0.8328"
"752","mixto","Sí hace su función, aunque a veces se traba.","trar:2.0998, función:1.8079, aunque:1.0946"
"753","positivo","Lo compré para un familiar y quedó encantado; la almohada cumple muy bien.","almohada:1.2026, encantado:1.1350, familiar:1.1350, comprar:0.7688, cumplir:0.6224"
"754","negativo","La freidora llegó incompleta y no pude usarla como debería.","incompleta:1.6306, deber:1.4907, freidora:1.4279, no:0.5919"
"755","neutro","Lo pedí en color negro y llegó en color negro.","negro:2.5197, color:1.8760, pedir:1.1926"
"756","mixto","Me gustó el diseño, pero no la sensación del material.","sensación:0.9938, diseño:0.8906, material:0.7119, gustar:0.6030, pero:0.4376"
"757","positivo","Aunque tenía mis dudas por algunas reseñas, la crema me salió excelente.","reseña:1.0195, duda:0.9344, crema:0.8906, salir:0.8107, excelente:0.7751"
"758","negativo","No era lo que anunciaban; en persona se ve mucho más barato.","persona:1.4573, anunciar:1.4015, barato:1.2689, no:0.5919"
"759","neutro","Pesa poco y cabe en una mochila estándar.","caber:2.0998, mochila:1.8079, estándar:1.6548"
"760","mixto","Llegó rápido y bien empacado, pero venía un accesorio faltante.","faltante:0.8999, empacado:0.7528, accesorio:0.6949, rápido:0.5993, venir:0.5335"
"761","positivo","No es de lujo, pero sí cumple y me dejó satisfecho.","lujo:1.2599, satisfecho:1.2234, cumplir:0.7469, pero:0.5251, no:0.4735"
"762","negativo","Se supone que era nuevo, pero parecía usado.","suponer:1.5748, usado:1.5292, parecer:1.3777, pero:0.6564"
"763","neutro","La entrega se realizó en la fecha indicada.","fecha:1.8687, indicado:1.6059, entrega:1.5255"
"764","mixto","Funciona mejor de lo que esperaba, aunque el manual viene muy confuso.","confuso:0.8739, manual:0.7634, esperar:0.5860, mejor:0.5860, venir:0.5335"
"765","positivo","Por fin algo que sí cumple lo que dice la publicación.","publicación:2.3654, cumplir:1.8672"
"766","negativo","Se calentó demasiado y preferí dejar de usarlo.","preferir:2.0998, dejar:2.0390, calentar:1.8687"
"767","neutro","El paquete llegó cerrado; falta probar el producto.","probar:1.2599, faltar:1.1659, cerrado:1.1423, paquete:0.9226, producto:0.6363"
"768","mixto","El precio es bueno, sin embargo tiene algunos detalles de fabricación.","fabricación:1.0195, embargo:0.8364, bueno:0.7569, detalle:0.7569, precio:0.6502"
"769","positivo","Llegó bien empacado, sin golpes y funcionando desde el primer momento.","momento:1.0499, golpe:0.9040, empacado:0.8783, sin:0.5719, bien:0.5473"
"770","negativo","Nada que ver con la descripción, no lo recomiendo.","descripción:1.5633, recomeir:1.5025, no:0.7892"
"771","neutro","No sé si recomendarlo todavía porque apenas lo estoy configurando.","configurar:3.1497, no:1.1837"
"772","mixto","No me arrepiento de comprarlo, pero sí esperaba un poco más de calidad.","arrepientir:1.1423, esperar:0.8204, calidad:0.7029, pero:0.5251, no:0.4735"
"773","positivo","La neta sí me gustó el power bank; se siente de buena calidad y cumple con lo que promete.","bank:0.6780, power:0.6780, prometer:0.6420, neta:0.5967, cumplir:0.4668"
"774","negativo","El empaque estaba bien, pero por dentro venía dañado.","dañado:1.1212, empaque:0.9728, venir:0.7469, bien:0.6568, pero:0.5251"
"775","neutro","Cuenta con las piezas que se muestran en la imagen.","imagen:2.0390, mostrar:1.8687, pieza:1.6548"
"776","mixto","Sirve para lo básico, aunque no se siente muy resistente.","resistente:1.0151, básico:0.9728, servir:0.8886, aunque:0.6568, no:0.4735"
"777","positivo","El precio me parecía sospechosamente bajo, pero la compra salió buena.","sospechosamente:0.8999, parecer:0.7873, salir:0.6949, precio:0.5573, compra:0.5335"
"778","negativo","Me arrepentí de comprarlo; no cumplió ni con lo básico.","arrepentir:1.5748, básico:1.2161, cumplir:0.9336, no:0.5919"
"779","neutro","La caja presenta información del modelo y número de serie.","número:1.0499, serie:1.0499, modelo:0.9938, información:0.9716, presentar:0.9040"
"780","mixto","La compra estuvo bien en general, pero el color no coincide totalmente con la foto.","totalmente:0.6797, general:0.6346, coincidir:0.5304, foto:0.5256, color:0.5211"
"781","positivo","Me gustó mucho la freidora; es fácil de usar, útil y tiene buen acabado.","freidora:0.9519, útil:0.8906, fácil:0.8459, acabado:0.8107, gustar:0.6030"
"782","negativo","No, definitivamente no vale lo que cuesta.","definitivamente:1.2599, costar:1.1423, valer:1.1212, no:0.9470"
"783","neutro","Llegó junto con un cable y una guía rápida.","guía:1.9876, cable:1.7121, rápido:1.3984"
"784","mixto","Funciona y se ve bien, pero hace más ruido de lo que pensé.","ruido:1.1659, pensar:0.9826, bien:0.6568, funcionar:0.6398, pero:0.5251"
"785","positivo","No tengo quejas sobre la bocina; todo llegó completo y funciona como debe.","queja:1.1659, bocina:1.0539, completo:0.8542, funcionar:0.6398, no:0.4735"
"786","negativo","La calidad es muy mala y el material se siente corriente.","corriente:1.5292, material:1.0678, malo:1.0550, calidad:0.8786"
"787","neutro","Hasta ahora solo puedo confirmar que la presentación coincide con la publicación.","confirmar:1.4279, coincidir:1.1933, publicación:1.1827, presentación:1.1627"
"788","mixto","Llegó completo y a tiempo, aunque una pieza venía ligeramente rayada.","ligeramente:0.8999, rayado:0.8009, pieza:0.7092, tiempo:0.7019, completo:0.6102"
"789","positivo","Hasta ahorita todo bien con la cámara, ya la usé varias veces y cero problemas.","ahorito:1.2234, usé:1.2234, cámara:1.1423, problema:0.9153, bien:0.6568"
"790","negativo","Apenas lo saqué de la caja y ya tenía una pieza floja.","saqué:1.5292, flojo:1.4907, pieza:1.2411, caja:1.1269"
"791","neutro","La cámara llegó en una caja color café y contiene los accesorios mostrados.","café:0.8739, contener:0.8518, mostrado:0.8518, cámara:0.8159, accesorio:0.6949"
"792","mixto","Me encantó al principio, pero después de varios días empezó a presentar fallas pequeñas.","principio:0.8999, empezar:0.8009, presentar:0.7748, pequeño:0.7528, encantar:0.7169"
"793","positivo","Pensé que por el precio iba a estar regular, sin embargo la mochila me sorprendió para bien.","sorprender:0.7287, mochila:0.6780, regular:0.6501, embargo:0.6273, pensar:0.6141"
"794","negativo","Funciona a ratos; para mí eso ya es una falla importante.","rato:1.4907, importante:1.4573, falla:1.2283, funcionar:0.7998"
"795","neutro","Recibí el termo hoy; todavía no hago pruebas.","prueba:1.5292, termo:1.5292, recibir:1.1827, no:0.5919"
"796","mixto","No es malo, aunque por el precio esperaba algo mejor.","malo:0.7033, esperar:0.6837, mejor:0.6837, precio:0.6502, aunque:0.5473"
"797","positivo","Aunque el pedido tardó un poco, la licuadora llegó en buenas condiciones y funciona perfecto.","buena:0.7454, licuadora:0.6889, condición:0.6420, perfecto:0.6205, tardar:0.6022"
"798","negativo","No cumplió mis expectativas y el soporte tampoco resolvió el problema.","soporte:0.9938, expectativa:0.9040, resolver:0.9040, problema:0.7628, cumplir:0.6224"
"799","neutro","Las medidas son aproximadamente las indicadas en la publicación.","medida:2.0390, indicado:1.6059, publicación:1.5769"
"800","mixto","Tiene buen desempeño, pero el empaque dejó mucho que desear.","desear:1.2599, desempeño:1.2234, empaque:0.9728, buen:0.6752, pero:0.5251"
"801","positivo","Muy bueno!!","bueno:4.5415"
"802","negativo","No recomiendo los audífonos; desde el primer día empezaron a fallar.","empezar:1.1212, audífono:1.1022, fallar:0.9635, recomeir:0.9015, no:0.4735"
"803","neutro","La caja incluye el producto, un manual y los accesorios correspondientes.","correspondiente:1.0871, incluir:0.9716, manual:0.8906, accesorio:0.8107, caja:0.7513"
"804","mixto","Está práctico y fácil de usar; sin embargo, el cable incluido es muy corto.","corto:0.8999, incluido:0.8009, práctico:0.7634, cable:0.7337, fácil:0.7251"
"805","positivo","10/10, sí lo volvería a comprar.","volver:2.7554, comprar:2.3065"
"806","negativo","La neta salió malo, no duró ni una semana.","durar:1.0499, semana:1.0499, salir:0.8107, neta:0.7955, malo:0.7033"
"807","neutro","Llegó.","llegar:5.0755"
"808","mixto","Cumplió con la función principal, pero la calidad de algunos materiales es regular.","principal:0.8999, función:0.7748, regular:0.7430, material:0.6102, cumplir:0.5335"
"809","positivo","No esperaba mucho del reloj, pero salió muy bueno y hasta ahora no me ha fallado.","reloj:0.6344, salir:0.6080, fallar:0.6022, no:0.5919, bueno:0.5677"
"810","negativo","Aunque se veía bien en las fotos, el cargador llegó con detalles y no funciona correctamente.","correctamente:0.6680, cargador:0.6587, foto:0.5913, detalle:0.5677, aunque:0.4105"
"811","neutro","Ya lo recibí.","recibir:4.7307"
"812","mixto","Sí lo usaría otra vez, aunque no sé si pagaría el mismo precio.","pagar:1.4907, precio:0.9754, aunque:0.8209, no:0.5919"
"813","positivo","La neta sí me gustó la sudadera; se siente de buena calidad y cumple con lo que promete.","sudadera:0.8999, prometer:0.7337, neta:0.6819, cumplir:0.5335, gustar:0.5169"
"814","negativo","Muy mal.","mal:3.0585, mucho:3.0585"
"815","neutro","El color coincide con el que aparece en las fotos.","aparecer:1.4279, coincidir:1.1933, foto:1.1827, color:1.1725"
"816","mixto","La cámara funciona bien, pero el paquete llegó tarde y la caja venía maltratada.","cámara:0.6346, maltratado:0.5938, tarde:0.5405, paquete:0.5125, caja:0.5008"
"817","positivo","Buena compra: práctico, funcional y sin detalles visibles.","visible:0.8518, funcional:0.8328, práctico:0.7634, detalle:0.6488, compra:0.5335"
"818","negativo","No sirve.","servir:2.2215, no:1.1837"
"819","neutro","El material es plástico y tiene acabado mate.","mate:1.5748, plástico:1.5748, acabado:1.2161, material:1.0678"
"820","mixto","Me gustó la playera, aunque el material se siente más barato de lo que esperaba.","playera:1.2026, barato:0.8459, material:0.7119, esperar:0.6837, gustar:0.6030"
"821","positivo","No pensé decirlo, pero sí valió la pena comprar la cafetera.","cafetero:0.9729, pena:0.8739, valer:0.8009, pensar:0.7019, comprar:0.6590"
"822","negativo","No hace lo que promete y además se siente de baja calidad.","bajo:1.4573, prometer:1.2840, calidad:0.8786, no:0.5919"
"823","neutro","La entrega fue realizada por la tarde.","tarde:2.4321, entrega:2.2883"
"824","mixto","La neta sí sirve, pero no me encantó la calidad del acabado.","encantar:0.7169, acabado:0.6949, neta:0.6819, servir:0.6347, calidad:0.5020"
"825","positivo","El teclado llegó antes de la fecha y venía muy bien protegido.","protegido:1.1926, teclado:1.1659, fecha:1.1212, venir:0.7469, bien:0.6568"
"826","negativo","El envío llegó tarde y el ventilador venía golpeado.","ventilador:1.2599, golpeado:1.0272, envío:0.9728, tarde:0.9728, venir:0.7469"
"827","neutro","Lo compré para uso doméstico.","doméstico:2.0998, comprar:1.5376, uso:1.5025"
"828","mixto","El reloj está bonito y funciona, sin embargo llegó con un pequeño golpe.","golpe:0.7748, pequeño:0.7528, reloj:0.7251, embargo:0.7169, bonito:0.6949"
"829","positivo","No se siente barato; al contrario, está bastante bien hecho.","contrario:1.7025, barato:1.2689, bien:0.8209, no:0.5919"
"830","negativo","Pensé que sería aceptable por el precio, pero fue una mala compra.","aceptable:0.9716, pensar:0.8188, malo:0.7033, precio:0.6502, compra:0.6224"
"831","neutro","Tiene un botón frontal y dos indicadores laterales.","frontal:1.5748, indicador:1.5748, lateral:1.5748, botón:1.5292"
"832","mixto","Cumple, pero pudo estar mejor.","mejor:1.3674, cumplir:1.2448, pero:0.8752"
"833","positivo","Lo probé varios días antes de opinar y el cargador sigue funcionando sin problema.","opinar:1.0871, prober:1.0871, cargador:0.8783, problema:0.7628, sin:0.5719"
"834","negativo","No me gustó nada; se siente frágil y falla seguido.","seguido:1.2599, frágil:1.1022, fallar:0.9635, gustar:0.7237, no:0.4735"
"835","neutro","Aún no puedo decir si funciona bien o mal; apenas lo abrí.","abrí:1.5748, bien:0.8209, funcionar:0.7998, no:0.5919"
"836","mixto","Está bueno, aunque tiene sus detalles.","bueno:1.5138, detalle:1.5138, aunque:1.0946"
"837","positivo","Me encantó. No es perfecto, pero por lo que cuesta está excelente.","costar:0.9519, encantar:0.8364, perfecto:0.8274, excelente:0.7751, pero:0.4376"
"838","negativo","El termo funcionó una vez y después ya no quiso prender.","querer:1.2599, termo:1.2234, prender:1.1423, funcionar:0.6398, no:0.4735"
"839","neutro","El tamaño es mediano, similar al de la descripción.","mediano:1.5748, similar:1.5292, tamaño:1.4907, descripción:1.1725"
"840","mixto","Me gustó mucho, pero la batería dura menos de lo anunciado.","anunciado:1.1659, duro:1.0272, batería:0.9826, gustar:0.7237, pero:0.5251"
"841","positivo","Aunque tenía mis dudas por algunas reseñas, el perfume me salió excelente.","reseña:1.0195, perfume:0.9519, duda:0.9344, salir:0.8107, excelente:0.7751"
"842","negativo","No volvería a comprarlo, mejor gasten un poco más en otra opción.","gastar:1.2599, opción:1.2599, volver:1.1022, mejor:0.8204, no:0.4735"
"843","neutro","No tengo una opinión todavía, solo confirmo que ya recibí el producto.","opinión:1.2599, confirmar:1.1423, recibir:0.9461, producto:0.6363, no:0.4735"
"844","mixto","No está mal, pero tampoco diría que es excelente.","excelente:1.5502, pero:0.8752, no:0.7892"
"845","positivo","Sí recomiendo la compra; para uso diario me ha resultado bastante buena.","resultar:1.0499, diario:0.9938, recomeir:0.7513, uso:0.7513, compra:0.6224"
"846","negativo","Aunque intenté usarlo varias veces, nunca funcionó bien.","intentar:1.2234, nunca:1.2234, aunque:0.6568, bien:0.6568, funcionar:0.6398"
"847","neutro","Viene sin baterías incluidas.","incluido:1.4015, batería:1.2283, venir:0.9336, sin:0.8579"
"848","mixto","La calidad es buena; aun así, la entrega fue demasiado lenta.","lento:1.4907, entrega:1.1441, calidad:0.8786, buen:0.8440"
"849","positivo","El precio me parecía sospechosamente bajo, pero la compra salió buena.","sospechosamente:0.8999, parecer:0.7873, salir:0.6949, precio:0.5573, compra:0.5335"
"850","negativo","Decepcionante: mala calidad, mal acabado y cero confianza.","decepcionante:1.2234, confianza:1.1926, acabado:0.9728, malo:0.8440, calidad:0.7029"
"851","neutro","La publicación indica una garantía y el paquete incluye una hoja con instrucciones.","hoja:0.8999, garantía:0.8739, indicar:0.8739, instrucción:0.8739, incluir:0.8328"
"852","mixto","Sí hace su función, aunque a veces se traba.","trar:2.0998, función:1.8079, aunque:1.0946"
